LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SVN,QGDP,TOT,PC_CHGPY,Q,2011-Q2,0.922438722,
SVN,QGDP,TOT,PC_CHGPY,Q,2011-Q3,0.460746336,
SVN,QGDP,TOT,PC_CHGPY,Q,2011-Q4,-0.047470109,
SVN,QGDP,TOT,PC_CHGPY,Q,2012-Q1,-1.301409406,
SVN,QGDP,TOT,PC_CHGPY,Q,2012-Q2,-2.550069903,
SVN,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-2.161620803,
SVN,QGDP,TOT,PC_CHGPY,Q,2012-Q4,-4.146801827,
SVN,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-3.357335306,
SVN,QGDP,TOT,PC_CHGPY,Q,2013-Q2,-1.308030396,
SVN,QGDP,TOT,PC_CHGPY,Q,2013-Q3,-1.495414525,
SVN,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.455153486,
SVN,QGDP,TOT,PC_CHGPY,Q,2014-Q1,2.346118854,
SVN,QGDP,TOT,PC_CHGPY,Q,2014-Q2,2.907579796,
SVN,QGDP,TOT,PC_CHGPY,Q,2014-Q3,3.512796608,
SVN,QGDP,TOT,PC_CHGPY,Q,2014-Q4,1.683544053,
SVN,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.091807246,
SVN,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.909432593,
SVN,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.943333465,
SVN,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.966498348,
SVN,QGDP,TOT,PC_CHGPY,Q,2016-Q1,2.515585745,
SVN,QGDP,TOT,PC_CHGPY,Q,2016-Q2,3.139788676,
SVN,QGDP,TOT,PC_CHGPY,Q,2016-Q3,3.382932207,
SVN,QGDP,TOT,PC_CHGPY,Q,2016-Q4,4.040378877,
SVN,QGDP,TOT,PC_CHGPY,Q,2017-Q1,4.828319598,
SVN,QGDP,TOT,PC_CHGPY,Q,2017-Q2,4.754451376,
SVN,QGDP,TOT,PC_CHGPY,Q,2017-Q3,4.668443486,
SVN,QGDP,TOT,PC_CHGPY,Q,2017-Q4,6.217522912,
SVN,QGDP,TOT,PC_CHGPY,Q,2018-Q1,4.579629351,
SVN,QGDP,TOT,PC_CHGPY,Q,2018-Q2,4.600708258,
SVN,QGDP,TOT,PC_CHGPY,Q,2018-Q3,4.961658012,
SVN,QGDP,TOT,PC_CHGPY,Q,2018-Q4,4.002025126,
SVN,QGDP,TOT,PC_CHGPY,Q,2019-Q1,4.377167097,
SVN,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.784818044,
SVN,QGDP,TOT,PC_CHGPY,Q,2019-Q3,2.882241668,
SVN,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.912943343,
SVN,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-2.327754142,
SVN,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-11.294522598,
SVN,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.039022142,
SVN,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-3.596104477,
SVN,QGDP,TOT,PC_CHGPY,Q,2021-Q1,2.600630833,
SVN,QGDP,TOT,PC_CHGPY,Q,2021-Q2,15.530510907,
SVN,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.671890321,
SVN,QGDP,TOT,PC_CHGPY,Q,2021-Q4,10.457623826,
SVN,QGDP,TOT,PC_CHGPY,Q,2022-Q1,9.58807501,
SVK,QGDP,TOT,PC_CHGPY,Q,2002-Q2,3.924186874,
SVK,QGDP,TOT,PC_CHGPY,Q,2002-Q3,5.84078776,
SVK,QGDP,TOT,PC_CHGPY,Q,2002-Q4,4.295020504,
SVK,QGDP,TOT,PC_CHGPY,Q,2003-Q1,5.806107764,
SVK,QGDP,TOT,PC_CHGPY,Q,2003-Q2,6.331611235,
SVK,QGDP,TOT,PC_CHGPY,Q,2003-Q3,4.418279944,
SVK,QGDP,TOT,PC_CHGPY,Q,2003-Q4,5.468500657,
SVK,QGDP,TOT,PC_CHGPY,Q,2004-Q1,4.97318251,
SVK,QGDP,TOT,PC_CHGPY,Q,2004-Q2,4.103090298,
SVK,QGDP,TOT,PC_CHGPY,Q,2004-Q3,6.0857046,
SVK,QGDP,TOT,PC_CHGPY,Q,2004-Q4,5.932126629,
SVK,QGDP,TOT,PC_CHGPY,Q,2005-Q1,5.871171901,
SVK,QGDP,TOT,PC_CHGPY,Q,2005-Q2,7.371885015,
SVK,QGDP,TOT,PC_CHGPY,Q,2005-Q3,6.661429674,
SVK,QGDP,TOT,PC_CHGPY,Q,2005-Q4,6.584995221,
SVK,QGDP,TOT,PC_CHGPY,Q,2006-Q1,7.780927846,
SVK,QGDP,TOT,PC_CHGPY,Q,2006-Q2,8.036287439,
SVK,QGDP,TOT,PC_CHGPY,Q,2006-Q3,8.332442804,
SVK,QGDP,TOT,PC_CHGPY,Q,2006-Q4,9.771185301,
SVK,QGDP,TOT,PC_CHGPY,Q,2007-Q1,9.483633087,
SVK,QGDP,TOT,PC_CHGPY,Q,2007-Q2,9.634103275,
SVK,QGDP,TOT,PC_CHGPY,Q,2007-Q3,10.123054699,
SVK,QGDP,TOT,PC_CHGPY,Q,2007-Q4,13.92249654,
SVK,QGDP,TOT,PC_CHGPY,Q,2008-Q1,8.445381657,
SVK,QGDP,TOT,PC_CHGPY,Q,2008-Q2,7.148887717,
SVK,QGDP,TOT,PC_CHGPY,Q,2008-Q3,6.155490473,
SVK,QGDP,TOT,PC_CHGPY,Q,2008-Q4,1.010496616,
SVK,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-6.054620098,
SVK,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-5.68343153,
SVK,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-5.401374272,
SVK,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-4.710532536,
SVK,QGDP,TOT,PC_CHGPY,Q,2010-Q1,7.354662236,
SVK,QGDP,TOT,PC_CHGPY,Q,2010-Q2,6.843989659,
SVK,QGDP,TOT,PC_CHGPY,Q,2010-Q3,6.190170764,
SVK,QGDP,TOT,PC_CHGPY,Q,2010-Q4,4.85645206,
SVK,QGDP,TOT,PC_CHGPY,Q,2011-Q1,3.304210818,
SVK,QGDP,TOT,PC_CHGPY,Q,2011-Q2,2.816991635,
SVK,QGDP,TOT,PC_CHGPY,Q,2011-Q3,2.170012582,
SVK,QGDP,TOT,PC_CHGPY,Q,2011-Q4,2.277577596,
SVK,QGDP,TOT,PC_CHGPY,Q,2012-Q1,2.175226266,
SVK,QGDP,TOT,PC_CHGPY,Q,2012-Q2,1.638873461,
SVK,QGDP,TOT,PC_CHGPY,Q,2012-Q3,1.261523973,
SVK,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.375459348,
SVK,QGDP,TOT,PC_CHGPY,Q,2013-Q1,0.174501846,
SVK,QGDP,TOT,PC_CHGPY,Q,2013-Q2,0.334213523,
SVK,QGDP,TOT,PC_CHGPY,Q,2013-Q3,0.704660113,
SVK,QGDP,TOT,PC_CHGPY,Q,2013-Q4,1.405048987,
SVK,QGDP,TOT,PC_CHGPY,Q,2014-Q1,1.993151549,
SVK,QGDP,TOT,PC_CHGPY,Q,2014-Q2,2.442377097,
SVK,QGDP,TOT,PC_CHGPY,Q,2014-Q3,2.956273567,
SVK,QGDP,TOT,PC_CHGPY,Q,2014-Q4,3.494255825,
SVK,QGDP,TOT,PC_CHGPY,Q,2015-Q1,4.841112414,
SVK,QGDP,TOT,PC_CHGPY,Q,2015-Q2,5.342842979,
SVK,QGDP,TOT,PC_CHGPY,Q,2015-Q3,5.53762226,
SVK,QGDP,TOT,PC_CHGPY,Q,2015-Q4,5.136719367,
SVK,QGDP,TOT,PC_CHGPY,Q,2016-Q1,3.125137264,
SVK,QGDP,TOT,PC_CHGPY,Q,2016-Q2,2.107542165,
SVK,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.319502166,
SVK,QGDP,TOT,PC_CHGPY,Q,2016-Q4,1.209844996,
SVK,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.090136549,
SVK,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.792111345,
SVK,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.242815708,
SVK,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.784602642,
SVK,QGDP,TOT,PC_CHGPY,Q,2018-Q1,3.709352789,
SVK,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.917800453,
SVK,QGDP,TOT,PC_CHGPY,Q,2018-Q3,4.091671405,
SVK,QGDP,TOT,PC_CHGPY,Q,2018-Q4,3.462129594,
SVK,QGDP,TOT,PC_CHGPY,Q,2019-Q1,3.597508886,
SVK,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.787283341,
SVK,QGDP,TOT,PC_CHGPY,Q,2019-Q3,2.035528051,
SVK,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.026661787,
SVK,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-2.804286447,
SVK,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-10.127253048,
SVK,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.216534754,
SVK,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.30236364,
SVK,QGDP,TOT,PC_CHGPY,Q,2021-Q1,0.190504277,
SVK,QGDP,TOT,PC_CHGPY,Q,2021-Q2,10.030445541,
SVK,QGDP,TOT,PC_CHGPY,Q,2021-Q3,1.248037643,
SVK,QGDP,TOT,PC_CHGPY,Q,2021-Q4,1.169964389,
SVK,QGDP,TOT,PC_CHGPY,Q,2022-Q1,2.99681938,
GRC,QGDP,TOT,PC_CHGPY,Q,2002-Q2,5.022569822,
GRC,QGDP,TOT,PC_CHGPY,Q,2002-Q3,3.943039937,
GRC,QGDP,TOT,PC_CHGPY,Q,2002-Q4,4.467728455,
GRC,QGDP,TOT,PC_CHGPY,Q,2003-Q1,5.778436775,
GRC,QGDP,TOT,PC_CHGPY,Q,2003-Q2,5.29512856,
GRC,QGDP,TOT,PC_CHGPY,Q,2003-Q3,5.347760594,
GRC,QGDP,TOT,PC_CHGPY,Q,2003-Q4,6.775966831,
GRC,QGDP,TOT,PC_CHGPY,Q,2004-Q1,6.510927293,
GRC,QGDP,TOT,PC_CHGPY,Q,2004-Q2,4.637807316,
GRC,QGDP,TOT,PC_CHGPY,Q,2004-Q3,5.373131112,
GRC,QGDP,TOT,PC_CHGPY,Q,2004-Q4,2.774821603,
GRC,QGDP,TOT,PC_CHGPY,Q,2005-Q1,0.335709457,
GRC,QGDP,TOT,PC_CHGPY,Q,2005-Q2,0.593025488,
GRC,QGDP,TOT,PC_CHGPY,Q,2005-Q3,0.648996724,
GRC,QGDP,TOT,PC_CHGPY,Q,2005-Q4,1.54047551,
GRC,QGDP,TOT,PC_CHGPY,Q,2006-Q1,5.469142465,
GRC,QGDP,TOT,PC_CHGPY,Q,2006-Q2,5.54199109,
GRC,QGDP,TOT,PC_CHGPY,Q,2006-Q3,4.591190257,
GRC,QGDP,TOT,PC_CHGPY,Q,2006-Q4,6.716217109,
GRC,QGDP,TOT,PC_CHGPY,Q,2007-Q1,2.537298304,
GRC,QGDP,TOT,PC_CHGPY,Q,2007-Q2,5.19988242,
GRC,QGDP,TOT,PC_CHGPY,Q,2007-Q3,4.047603993,
GRC,QGDP,TOT,PC_CHGPY,Q,2007-Q4,0.964196719,
GRC,QGDP,TOT,PC_CHGPY,Q,2008-Q1,2.385711643,
GRC,QGDP,TOT,PC_CHGPY,Q,2008-Q2,-1.147594182,
GRC,QGDP,TOT,PC_CHGPY,Q,2008-Q3,-0.624737981,
GRC,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.52470938,
GRC,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-6.770290811,
GRC,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-3.564516207,
GRC,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-4.170677348,
GRC,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-2.688349298,
GRC,QGDP,TOT,PC_CHGPY,Q,2010-Q1,-3.566140916,B
GRC,QGDP,TOT,PC_CHGPY,Q,2010-Q2,-9.645744466,B
GRC,QGDP,TOT,PC_CHGPY,Q,2010-Q3,-11.992466326,B
GRC,QGDP,TOT,PC_CHGPY,Q,2010-Q4,-12.777574794,B
GRC,QGDP,TOT,PC_CHGPY,Q,2011-Q1,-11.178066134,
GRC,QGDP,TOT,PC_CHGPY,Q,2011-Q2,-9.407657783,
GRC,QGDP,TOT,PC_CHGPY,Q,2011-Q3,-8.212286974,
GRC,QGDP,TOT,PC_CHGPY,Q,2011-Q4,-11.656932405,
GRC,QGDP,TOT,PC_CHGPY,Q,2012-Q1,-8.360119298,
GRC,QGDP,TOT,PC_CHGPY,Q,2012-Q2,-8.322230769,
GRC,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-7.784343769,
GRC,QGDP,TOT,PC_CHGPY,Q,2012-Q4,-4.224062567,
GRC,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-4.899208785,
GRC,QGDP,TOT,PC_CHGPY,Q,2013-Q2,-3.059194259,
GRC,QGDP,TOT,PC_CHGPY,Q,2013-Q3,-1.620928861,
GRC,QGDP,TOT,PC_CHGPY,Q,2013-Q4,-0.196708805,
GRC,QGDP,TOT,PC_CHGPY,Q,2014-Q1,0.772213741,
GRC,QGDP,TOT,PC_CHGPY,Q,2014-Q2,0.356262441,
GRC,QGDP,TOT,PC_CHGPY,Q,2014-Q3,1.419701767,
GRC,QGDP,TOT,PC_CHGPY,Q,2014-Q4,-0.28054779,
GRC,QGDP,TOT,PC_CHGPY,Q,2015-Q1,0.316165312,
GRC,QGDP,TOT,PC_CHGPY,Q,2015-Q2,0.512329301,
GRC,QGDP,TOT,PC_CHGPY,Q,2015-Q3,-2.420556518,
GRC,QGDP,TOT,PC_CHGPY,Q,2015-Q4,0.389607142,
GRC,QGDP,TOT,PC_CHGPY,Q,2016-Q1,-1.132581485,
GRC,QGDP,TOT,PC_CHGPY,Q,2016-Q2,-1.313975175,
GRC,QGDP,TOT,PC_CHGPY,Q,2016-Q3,0.869921535,
GRC,QGDP,TOT,PC_CHGPY,Q,2016-Q4,-0.289056264,
GRC,QGDP,TOT,PC_CHGPY,Q,2017-Q1,0.476247628,
GRC,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.252814859,
GRC,QGDP,TOT,PC_CHGPY,Q,2017-Q3,2.026139441,
GRC,QGDP,TOT,PC_CHGPY,Q,2017-Q4,0.476950677,
GRC,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.106578897,
GRC,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.713274446,
GRC,QGDP,TOT,PC_CHGPY,Q,2018-Q3,0.376089948,
GRC,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.96671462,
GRC,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.186606592,P
GRC,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.147844418,P
GRC,QGDP,TOT,PC_CHGPY,Q,2019-Q3,2.328889918,P
GRC,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.371194261,P
GRC,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-1.386897353,P
GRC,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-15.485028491,P
GRC,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-10.817381115,P
GRC,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-6.918963405,P
GRC,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-1.660602985,P
GRC,QGDP,TOT,PC_CHGPY,Q,2021-Q2,15.031404564,P
GRC,QGDP,TOT,PC_CHGPY,Q,2021-Q3,11.655569757,P
GRC,QGDP,TOT,PC_CHGPY,Q,2021-Q4,8.139441481,P
GRC,QGDP,TOT,PC_CHGPY,Q,2022-Q1,7.001203094,P
OECDE,QGDP,TOT,PC_CHGPY,Q,2002-Q2,1.527664587,
OECDE,QGDP,TOT,PC_CHGPY,Q,2002-Q3,1.74702065,
OECDE,QGDP,TOT,PC_CHGPY,Q,2002-Q4,2.068263116,
OECDE,QGDP,TOT,PC_CHGPY,Q,2003-Q1,1.68101615,
OECDE,QGDP,TOT,PC_CHGPY,Q,2003-Q2,1.150433812,
OECDE,QGDP,TOT,PC_CHGPY,Q,2003-Q3,1.435602599,
OECDE,QGDP,TOT,PC_CHGPY,Q,2003-Q4,1.88489595,
OECDE,QGDP,TOT,PC_CHGPY,Q,2004-Q1,2.724376284,
OECDE,QGDP,TOT,PC_CHGPY,Q,2004-Q2,3.179300768,
OECDE,QGDP,TOT,PC_CHGPY,Q,2004-Q3,2.687841962,
OECDE,QGDP,TOT,PC_CHGPY,Q,2004-Q4,2.316367662,
OECDE,QGDP,TOT,PC_CHGPY,Q,2005-Q1,2.136782343,
OECDE,QGDP,TOT,PC_CHGPY,Q,2005-Q2,2.133616109,
OECDE,QGDP,TOT,PC_CHGPY,Q,2005-Q3,2.727478305,
OECDE,QGDP,TOT,PC_CHGPY,Q,2005-Q4,3.148117216,
OECDE,QGDP,TOT,PC_CHGPY,Q,2006-Q1,3.460493971,
OECDE,QGDP,TOT,PC_CHGPY,Q,2006-Q2,3.968331418,
OECDE,QGDP,TOT,PC_CHGPY,Q,2006-Q3,3.611769752,
OECDE,QGDP,TOT,PC_CHGPY,Q,2006-Q4,3.760388856,
OECDE,QGDP,TOT,PC_CHGPY,Q,2007-Q1,3.68096518,
OECDE,QGDP,TOT,PC_CHGPY,Q,2007-Q2,3.126222918,
OECDE,QGDP,TOT,PC_CHGPY,Q,2007-Q3,3.201567373,
OECDE,QGDP,TOT,PC_CHGPY,Q,2007-Q4,2.89083546,
OECDE,QGDP,TOT,PC_CHGPY,Q,2008-Q1,2.657496478,
OECDE,QGDP,TOT,PC_CHGPY,Q,2008-Q2,1.518140906,
OECDE,QGDP,TOT,PC_CHGPY,Q,2008-Q3,0.225072386,
OECDE,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-2.361259173,
OECDE,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-5.740250273,
OECDE,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-5.12557122,
OECDE,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-4.016359549,
OECDE,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-1.662820254,
OECDE,QGDP,TOT,PC_CHGPY,Q,2010-Q1,1.616274683,
OECDE,QGDP,TOT,PC_CHGPY,Q,2010-Q2,2.606091035,
OECDE,QGDP,TOT,PC_CHGPY,Q,2010-Q3,2.76441186,
OECDE,QGDP,TOT,PC_CHGPY,Q,2010-Q4,2.953365391,
OECDE,QGDP,TOT,PC_CHGPY,Q,2011-Q1,3.474573047,
OECDE,QGDP,TOT,PC_CHGPY,Q,2011-Q2,2.577966896,
OECDE,QGDP,TOT,PC_CHGPY,Q,2011-Q3,2.348681766,
OECDE,QGDP,TOT,PC_CHGPY,Q,2011-Q4,1.436490413,
OECDE,QGDP,TOT,PC_CHGPY,Q,2012-Q1,0.47064033,
OECDE,QGDP,TOT,PC_CHGPY,Q,2012-Q2,0.105065091,
OECDE,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-0.074765828,
OECDE,QGDP,TOT,PC_CHGPY,Q,2012-Q4,-0.166083683,
OECDE,QGDP,TOT,PC_CHGPY,Q,2013-Q1,0.047996554,
OECDE,QGDP,TOT,PC_CHGPY,Q,2013-Q2,0.882723916,
OECDE,QGDP,TOT,PC_CHGPY,Q,2013-Q3,1.177845846,
OECDE,QGDP,TOT,PC_CHGPY,Q,2013-Q4,1.753440972,
OECDE,QGDP,TOT,PC_CHGPY,Q,2014-Q1,2.344483466,
OECDE,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.807858129,
OECDE,QGDP,TOT,PC_CHGPY,Q,2014-Q3,2.017602483,
OECDE,QGDP,TOT,PC_CHGPY,Q,2014-Q4,2.218577845,
OECDE,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.299693137,
OECDE,QGDP,TOT,PC_CHGPY,Q,2015-Q2,2.735405014,
OECDE,QGDP,TOT,PC_CHGPY,Q,2015-Q3,2.614202503,
OECDE,QGDP,TOT,PC_CHGPY,Q,2015-Q4,2.671754016,
OECDE,QGDP,TOT,PC_CHGPY,Q,2016-Q1,2.308292947,
OECDE,QGDP,TOT,PC_CHGPY,Q,2016-Q2,2.125183669,
OECDE,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.664943276,
OECDE,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.329264384,
OECDE,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.664254965,
OECDE,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.117388027,
OECDE,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.760495248,
OECDE,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.391494281,
OECDE,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.934516875,
OECDE,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.627759077,
OECDE,QGDP,TOT,PC_CHGPY,Q,2018-Q3,1.840145342,
OECDE,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.207913064,
OECDE,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.688944018,
OECDE,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.601477616,
OECDE,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.872469837,
OECDE,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.825161843,
OECDE,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-1.630720886,
OECDE,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-13.911419501,
OECDE,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-3.256003067,
OECDE,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-3.323712206,
OECDE,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.628053507,
OECDE,QGDP,TOT,PC_CHGPY,Q,2021-Q2,15.628375116,
OECDE,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.704024803,
OECDE,QGDP,TOT,PC_CHGPY,Q,2021-Q4,5.436445048,
OECDE,QGDP,TOT,PC_CHGPY,Q,2022-Q1,6.134974596,
G-7,QGDP,TOT,PC_CHGPY,Q,2002-Q2,0.856263733,
G-7,QGDP,TOT,PC_CHGPY,Q,2002-Q3,1.63438295,
G-7,QGDP,TOT,PC_CHGPY,Q,2002-Q4,1.767370696,
G-7,QGDP,TOT,PC_CHGPY,Q,2003-Q1,1.393116104,
G-7,QGDP,TOT,PC_CHGPY,Q,2003-Q2,1.360877771,
G-7,QGDP,TOT,PC_CHGPY,Q,2003-Q3,2.008336223,
G-7,QGDP,TOT,PC_CHGPY,Q,2003-Q4,2.752945151,
G-7,QGDP,TOT,PC_CHGPY,Q,2004-Q1,3.136627263,
G-7,QGDP,TOT,PC_CHGPY,Q,2004-Q2,3.163309818,
G-7,QGDP,TOT,PC_CHGPY,Q,2004-Q3,2.716087762,
G-7,QGDP,TOT,PC_CHGPY,Q,2004-Q4,2.336936978,
G-7,QGDP,TOT,PC_CHGPY,Q,2005-Q1,2.500938885,
G-7,QGDP,TOT,PC_CHGPY,Q,2005-Q2,2.492843929,
G-7,QGDP,TOT,PC_CHGPY,Q,2005-Q3,2.705498325,
G-7,QGDP,TOT,PC_CHGPY,Q,2005-Q4,2.65493433,
G-7,QGDP,TOT,PC_CHGPY,Q,2006-Q1,2.902370785,
G-7,QGDP,TOT,PC_CHGPY,Q,2006-Q2,2.775018125,
G-7,QGDP,TOT,PC_CHGPY,Q,2006-Q3,2.120435445,
G-7,QGDP,TOT,PC_CHGPY,Q,2006-Q4,2.565392556,
G-7,QGDP,TOT,PC_CHGPY,Q,2007-Q1,2.012535525,
G-7,QGDP,TOT,PC_CHGPY,Q,2007-Q2,2.091479495,
G-7,QGDP,TOT,PC_CHGPY,Q,2007-Q3,2.294368983,
G-7,QGDP,TOT,PC_CHGPY,Q,2007-Q4,1.77013761,
G-7,QGDP,TOT,PC_CHGPY,Q,2008-Q1,1.461744659,
G-7,QGDP,TOT,PC_CHGPY,Q,2008-Q2,0.960852716,
G-7,QGDP,TOT,PC_CHGPY,Q,2008-Q3,-0.109062786,
G-7,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-2.631800375,
G-7,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-4.951750948,
G-7,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-4.881904424,
G-7,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-3.939337464,
G-7,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-0.98133405,
G-7,QGDP,TOT,PC_CHGPY,Q,2010-Q1,1.995660749,
G-7,QGDP,TOT,PC_CHGPY,Q,2010-Q2,2.968360395,
G-7,QGDP,TOT,PC_CHGPY,Q,2010-Q3,3.570778754,
G-7,QGDP,TOT,PC_CHGPY,Q,2010-Q4,2.988175683,
G-7,QGDP,TOT,PC_CHGPY,Q,2011-Q1,2.452927931,
G-7,QGDP,TOT,PC_CHGPY,Q,2011-Q2,1.596460895,
G-7,QGDP,TOT,PC_CHGPY,Q,2011-Q3,1.212359892,
G-7,QGDP,TOT,PC_CHGPY,Q,2011-Q4,1.335754977,
G-7,QGDP,TOT,PC_CHGPY,Q,2012-Q1,1.836219505,
G-7,QGDP,TOT,PC_CHGPY,Q,2012-Q2,1.67137992,
G-7,QGDP,TOT,PC_CHGPY,Q,2012-Q3,1.298130607,
G-7,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.734789798,
G-7,QGDP,TOT,PC_CHGPY,Q,2013-Q1,0.730490758,
G-7,QGDP,TOT,PC_CHGPY,Q,2013-Q2,1.107567902,
G-7,QGDP,TOT,PC_CHGPY,Q,2013-Q3,1.660893106,
G-7,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.224267768,
G-7,QGDP,TOT,PC_CHGPY,Q,2014-Q1,1.759157165,
G-7,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.788919773,
G-7,QGDP,TOT,PC_CHGPY,Q,2014-Q3,1.884826755,
G-7,QGDP,TOT,PC_CHGPY,Q,2014-Q4,1.827045491,
G-7,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.347219969,
G-7,QGDP,TOT,PC_CHGPY,Q,2015-Q2,2.342056886,
G-7,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.858927231,
G-7,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.627294213,
G-7,QGDP,TOT,PC_CHGPY,Q,2016-Q1,1.584040632,
G-7,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.311774187,
G-7,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.492048241,
G-7,QGDP,TOT,PC_CHGPY,Q,2016-Q4,1.743032768,
G-7,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.802299353,
G-7,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.199851034,
G-7,QGDP,TOT,PC_CHGPY,Q,2017-Q3,2.395340523,
G-7,QGDP,TOT,PC_CHGPY,Q,2017-Q4,2.662224677,
G-7,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.385187693,
G-7,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.460925791,
G-7,QGDP,TOT,PC_CHGPY,Q,2018-Q3,1.945028567,
G-7,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.501622837,
G-7,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.675251127,
G-7,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.587969321,
